	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:1900151	GO:1900151	regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	1/538	20/18670	0.44294687164627455	0.6047310641042554	0.42554497677589354	ZFP36	1
GO:1902993	GO:1902993	positive regulation of amyloid precursor protein catabolic process	1/538	20/18670	0.44294687164627455	0.6047310641042554	0.42554497677589354	LYN	1
GO:0030808	GO:0030808	regulation of nucleotide biosynthetic process	4/538	118/18670	0.44324878313546645	0.6047923379053364	0.4255880947167532	FBP1/TREM2/NUPR1/PID1	4
GO:0042471	GO:0042471	ear morphogenesis	4/538	118/18670	0.44324878313546645	0.6047923379053364	0.4255880947167532	MAFB/CHD7/ALDH1A3/TWIST1	4
GO:0030514	GO:0030514	negative regulation of BMP signaling pathway	2/538	52/18670	0.4443149837249635	0.6057202530155499	0.4262410620231552	FBN1/DKK1	2
GO:0048168	GO:0048168	regulation of neuronal synaptic plasticity	2/538	52/18670	0.4443149837249635	0.6057202530155499	0.4262410620231552	SYNPO/ARC	2
GO:0051438	GO:0051438	regulation of ubiquitin-protein transferase activity	2/538	52/18670	0.4443149837249635	0.6057202530155499	0.4262410620231552	UBE2C/CDC20	2
GO:0002028	GO:0002028	regulation of sodium ion transport	3/538	85/18670	0.44508882269360817	0.6062483356283994	0.4266126700263817	STOM/FXYD5/FXYD6	3
GO:0034308	GO:0034308	primary alcohol metabolic process	3/538	85/18670	0.44508882269360817	0.6062483356283994	0.4266126700263817	CYP1B1/ALDH1A1/ALDH1A3	3
GO:0072384	GO:0072384	organelle transport along microtubule	3/538	85/18670	0.44508882269360817	0.6062483356283994	0.4266126700263817	MAP2/MAPT/WASF1	3
GO:0007059	GO:0007059	chromosome segregation	10/538	321/18670	0.4462246502014744	0.6076195612986512	0.4275775918414469	KIF2C/DUSP1/CENPF/NUSAP1/NCAPG/PRC1/TOP2A/BIRC5/CDC20/TTK	10
GO:0051193	GO:0051193	regulation of cofactor metabolic process	4/538	119/18670	0.44964706461646564	0.6121027150954838	0.4307323554902793	HP/RAC2/FBP1/NUPR1	4
GO:0098656	GO:0098656	anion transmembrane transport	9/538	288/18670	0.4500217314782313	0.6124355894553374	0.43096659682521565	SLC7A7/AQP9/FOLR2/THBS1/RGS2/CLIC1/TTYH1/SLC24A3/PDPN	9
GO:0003333	GO:0003333	amino acid transmembrane transport	3/538	86/18670	0.452651778061653	0.6150713676730705	0.4328213753326056	SLC7A7/RGS2/PDPN	3
GO:0019933	GO:0019933	cAMP-mediated signaling	6/538	187/18670	0.4532003999620492	0.6150713676730705	0.4328213753326056	PTGER4/GPR65/RGS2/AHR/CXCL9/CXCL10	6
GO:0002043	GO:0002043	blood vessel endothelial cell proliferation involved in sprouting angiogenesis	2/538	53/18670	0.4540505208991902	0.6150713676730705	0.4328213753326056	THBS1/HMOX1	2
GO:0007632	GO:0007632	visual behavior	2/538	53/18670	0.4540505208991902	0.6150713676730705	0.4328213753326056	SYNPO/NLGN3	2
GO:0031122	GO:0031122	cytoplasmic microtubule organization	2/538	53/18670	0.4540505208991902	0.6150713676730705	0.4328213753326056	FSD1/MAPT	2
GO:1902475	GO:1902475	L-alpha-amino acid transmembrane transport	2/538	53/18670	0.4540505208991902	0.6150713676730705	0.4328213753326056	SLC7A7/RGS2	2
GO:0055067	GO:0055067	monovalent inorganic cation homeostasis	5/538	154/18670	0.45758021740845356	0.6150713676730705	0.4328213753326056	SLAMF8/TCIRG1/KCNJ2/C7/ATP6V1G2	5
GO:0090501	GO:0090501	RNA phosphodiester bond hydrolysis	5/538	154/18670	0.45758021740845356	0.6150713676730705	0.4328213753326056	RNASE2/RNASE6/RNASET2/RNASE1/RNASEH2A	5
GO:0001779	GO:0001779	natural killer cell differentiation	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	PTPRC	1
GO:0001956	GO:0001956	positive regulation of neurotransmitter secretion	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	NLGN1	1
GO:0003094	GO:0003094	glomerular filtration	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	SULF1	1
GO:0003283	GO:0003283	atrial septum development	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	SOX4	1
GO:0006067	GO:0006067	ethanol metabolic process	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	ALDH1A1	1
GO:0006144	GO:0006144	purine nucleobase metabolic process	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	DPYD	1
GO:0007035	GO:0007035	vacuolar acidification	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	TCIRG1	1
GO:0009713	GO:0009713	catechol-containing compound biosynthetic process	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	MOXD1	1
GO:0010893	GO:0010893	positive regulation of steroid biosynthetic process	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	IL1B	1
GO:0010988	GO:0010988	regulation of low-density lipoprotein particle clearance	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	ANXA2	1
GO:0016553	GO:0016553	base conversion or substitution editing	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	APOBEC3G	1
GO:0019682	GO:0019682	glyceraldehyde-3-phosphate metabolic process	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	ALDH1A1	1
GO:0030277	GO:0030277	maintenance of gastrointestinal epithelium	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	SERPINA3	1
GO:0031290	GO:0031290	retinal ganglion cell axon guidance	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	SLIT2	1
GO:0032332	GO:0032332	positive regulation of chondrocyte differentiation	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	ANXA2	1
GO:0032682	GO:0032682	negative regulation of chemokine production	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	IL6	1
GO:0033141	GO:0033141	positive regulation of peptidyl-serine phosphorylation of STAT protein	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	LIF	1
GO:0035162	GO:0035162	embryonic hemopoiesis	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	TGFBR2	1
GO:0035590	GO:0035590	purinergic nucleotide receptor signaling pathway	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	P2RY13	1
GO:0036344	GO:0036344	platelet morphogenesis	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	PTPN6	1
GO:0036507	GO:0036507	protein demannosylation	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	MAN1C1	1
GO:0036508	GO:0036508	protein alpha-1,2-demannosylation	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	MAN1C1	1
GO:0039531	GO:0039531	regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	BIRC3	1
GO:0042135	GO:0042135	neurotransmitter catabolic process	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	GLDC	1
GO:0042423	GO:0042423	catecholamine biosynthetic process	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	MOXD1	1
GO:0042749	GO:0042749	regulation of circadian sleep/wake cycle	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	NLGN1	1
GO:0045026	GO:0045026	plasma membrane fusion	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	FOLR2	1
GO:0046132	GO:0046132	pyrimidine ribonucleoside biosynthetic process	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	UPP1	1
GO:0046716	GO:0046716	muscle cell cellular homeostasis	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	LOX	1
GO:0046827	GO:0046827	positive regulation of protein export from nucleus	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	IL1B	1
GO:0051383	GO:0051383	kinetochore organization	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	CENPF	1
GO:0051900	GO:0051900	regulation of mitochondrial depolarization	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	DCN	1
GO:0060044	GO:0060044	negative regulation of cardiac muscle cell proliferation	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	TGFBR2	1
GO:0060713	GO:0060713	labyrinthine layer morphogenesis	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	SPINT2	1
GO:0070584	GO:0070584	mitochondrion morphogenesis	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	PID1	1
GO:0070734	GO:0070734	histone H3-K27 methylation	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	EZH2	1
GO:0071459	GO:0071459	protein localization to chromosome, centromeric region	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	TTK	1
GO:0090208	GO:0090208	positive regulation of triglyceride metabolic process	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	APOC2	1
GO:0098743	GO:0098743	cell aggregation	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	MGP	1
GO:0140058	GO:0140058	neuron projection arborization	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	NLGN1	1
GO:1903392	GO:1903392	negative regulation of adherens junction organization	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	THBS1	1
GO:1903817	GO:1903817	negative regulation of voltage-gated potassium channel activity	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	CAV1	1
GO:1904886	GO:1904886	beta-catenin destruction complex disassembly	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	CAV1	1
GO:2000380	GO:2000380	regulation of mesoderm development	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	DKK1	1
GO:2000738	GO:2000738	positive regulation of stem cell differentiation	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	SEMA3C	1
GO:2000810	GO:2000810	regulation of bicellular tight junction assembly	1/538	21/18670	0.4590162862872553	0.6150713676730705	0.4328213753326056	SNAI2	1
GO:0006584	GO:0006584	catecholamine metabolic process	2/538	54/18670	0.4636875948775855	0.6206239537809776	0.43672869094212446	ITGB2/MOXD1	2
GO:0009712	GO:0009712	catechol-containing compound metabolic process	2/538	54/18670	0.4636875948775855	0.6206239537809776	0.43672869094212446	ITGB2/MOXD1	2
GO:0051353	GO:0051353	positive regulation of oxidoreductase activity	2/538	54/18670	0.4636875948775855	0.6206239537809776	0.43672869094212446	CYBA/IL1B	2
GO:0090329	GO:0090329	regulation of DNA-dependent DNA replication	2/538	54/18670	0.4636875948775855	0.6206239537809776	0.43672869094212446	BLM/CDC7	2
GO:0006936	GO:0006936	muscle contraction	11/538	360/18670	0.46472495717360796	0.6218355554333236	0.4375812864636939	ACTA2/SULF1/CXCR4/RGS2/MYL9/ACTG2/EDNRA/PTGS2/KCNJ2/MYLK/CAV1	11
GO:0005996	GO:0005996	monosaccharide metabolic process	9/538	292/18670	0.46634851837881075	0.623830621799512	0.43898520056842666	FUCA1/IGFBP4/FBP1/MAN2A1/ALDH1A1/ATF3/ALDOC/IGFBP3/FABP5	9
GO:0006767	GO:0006767	water-soluble vitamin metabolic process	3/538	88/18670	0.46764736133935647	0.6250350702820254	0.43983276245492925	FOLR2/VNN2/ACP5	3
GO:1900407	GO:1900407	regulation of cellular response to oxidative stress	3/538	88/18670	0.46764736133935647	0.6250350702820254	0.43983276245492925	SOD2/CD36/FBLN5	3
GO:1903321	GO:1903321	negative regulation of protein modification by small protein conjugation or removal	3/538	88/18670	0.46764736133935647	0.6250350702820254	0.43983276245492925	TNFAIP3/SOX4/CAV1	3
GO:0032434	GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	4/538	122/18670	0.46869596784633016	0.6258130413190298	0.44038021517652	DAB2/PBK/CEBPA/CAV1	4
GO:1903578	GO:1903578	regulation of ATP metabolic process	4/538	122/18670	0.46869596784633016	0.6258130413190298	0.44038021517652	FBP1/TREM2/NUPR1/PID1	4
GO:0043535	GO:0043535	regulation of blood vessel endothelial cell migration	5/538	156/18670	0.46876136222898	0.6258130413190298	0.44038021517652	THBS1/HMOX1/SRPX2/PTGS2/ANXA1	5
GO:0051053	GO:0051053	negative regulation of DNA metabolic process	5/538	156/18670	0.46876136222898	0.6258130413190298	0.44038021517652	S100A11/GZMA/DUSP1/BLM/TWIST1	5
GO:0010506	GO:0010506	regulation of autophagy	10/538	327/18670	0.46939840191416493	0.6264857854248611	0.4408536204501785	IL10RA/PYCARD/DCN/HMOX1/TREM2/TRIM22/MAPT/NUPR1/ATP6V1G2/EEF1A2	10
GO:0043113	GO:0043113	receptor clustering	2/538	55/18670	0.47322379022444383	0.6268806471031086	0.44113148182306566	ITGB2/NLGN1	2
GO:0043551	GO:0043551	regulation of phosphatidylinositol 3-kinase activity	2/538	55/18670	0.47322379022444383	0.6268806471031086	0.44113148182306566	LYN/FGR	2
GO:0043954	GO:0043954	cellular component maintenance	2/538	55/18670	0.47322379022444383	0.6268806471031086	0.44113148182306566	FCGR2B/CSF1R	2
GO:0044380	GO:0044380	protein localization to cytoskeleton	2/538	55/18670	0.47322379022444383	0.6268806471031086	0.44113148182306566	SNX10/TTK	2
GO:0031570	GO:0031570	DNA integrity checkpoint	5/538	157/18670	0.4743253334245915	0.6268806471031086	0.44113148182306566	PLAGL1/SOX4/TOP2A/DTL/BLM	5
GO:0001759	GO:0001759	organ induction	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	DKK1	1
GO:0002089	GO:0002089	lens morphogenesis in camera-type eye	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	SOX11	1
GO:0007398	GO:0007398	ectoderm development	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	FZD7	1
GO:0008053	GO:0008053	mitochondrial fusion	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	PID1	1
GO:0009220	GO:0009220	pyrimidine ribonucleotide biosynthetic process	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	UPP1	1
GO:0010866	GO:0010866	regulation of triglyceride biosynthetic process	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	C3	1
GO:0018230	GO:0018230	peptidyl-L-cysteine S-palmitoylation	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	CLIP3	1
GO:0018231	GO:0018231	peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	CLIP3	1
GO:0019883	GO:0019883	antigen processing and presentation of endogenous antigen	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	CD74	1
GO:0021516	GO:0021516	dorsal spinal cord development	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	ASCL1	1
GO:0021801	GO:0021801	cerebral cortex radial glia guided migration	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	LAMB1	1
GO:0022010	GO:0022010	central nervous system myelination	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	TLR2	1
GO:0022030	GO:0022030	telencephalon glial cell migration	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	LAMB1	1
GO:0032069	GO:0032069	regulation of nuclease activity	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	GZMA	1
GO:0032291	GO:0032291	axon ensheathment in central nervous system	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	TLR2	1
GO:0032402	GO:0032402	melanosome transport	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	RAB27A	1
GO:0032727	GO:0032727	positive regulation of interferon-alpha production	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	TLR7	1
GO:0043496	GO:0043496	regulation of protein homodimerization activity	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	LGALS3	1
GO:0044321	GO:0044321	response to leptin	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	PID1	1
GO:0045717	GO:0045717	negative regulation of fatty acid biosynthetic process	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	APOC1	1
GO:0048305	GO:0048305	immunoglobulin secretion	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	IL6	1
GO:0060390	GO:0060390	regulation of SMAD protein signal transduction	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	DAB2	1
GO:0060487	GO:0060487	lung epithelial cell differentiation	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	ASCL1	1
GO:0070935	GO:0070935	3'-UTR-mediated mRNA stabilization	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	ZFP36	1
GO:0071379	GO:0071379	cellular response to prostaglandin stimulus	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	PTGER4	1
GO:0097205	GO:0097205	renal filtration	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	SULF1	1
GO:0097320	GO:0097320	plasma membrane tubulation	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	BIN2	1
GO:1901685	GO:1901685	glutathione derivative metabolic process	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	MGST2	1
GO:1901687	GO:1901687	glutathione derivative biosynthetic process	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	MGST2	1
GO:1901984	GO:1901984	negative regulation of protein acetylation	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	TWIST1	1
GO:1903589	GO:1903589	positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	HMOX1	1
GO:2000773	GO:2000773	negative regulation of cellular senescence	1/538	22/18670	0.4746229803715206	0.6268806471031086	0.44113148182306566	TWIST1	1
GO:0006094	GO:0006094	gluconeogenesis	3/538	89/18670	0.4750764410234476	0.6273035161213087	0.4414290517631774	FBP1/ATF3/ALDOC	3
GO:0007043	GO:0007043	cell-cell junction assembly	4/538	124/18670	0.48126117365885457	0.6348192920736296	0.44671785019429594	SNAI2/CAV1/EPB41L3/CDH10	4
GO:0001656	GO:0001656	metanephros development	3/538	90/18670	0.4824574824074227	0.6348192920736296	0.44671785019429594	CTSH/FBN1/LIF	3
GO:0030641	GO:0030641	regulation of cellular pH	3/538	90/18670	0.4824574824074227	0.6348192920736296	0.44671785019429594	SLAMF8/TCIRG1/ATP6V1G2	3
GO:0030901	GO:0030901	midbrain development	3/538	90/18670	0.4824574824074227	0.6348192920736296	0.44671785019429594	CKB/DKK1/INA	3
GO:0031058	GO:0031058	positive regulation of histone modification	3/538	90/18670	0.4824574824074227	0.6348192920736296	0.44671785019429594	IL1B/SNAI2/LIF	3
GO:0034333	GO:0034333	adherens junction assembly	3/538	90/18670	0.4824574824074227	0.6348192920736296	0.44671785019429594	THBS1/S100A10/SDC4	3
GO:0042475	GO:0042475	odontogenesis of dentin-containing tooth	3/538	90/18670	0.4824574824074227	0.6348192920736296	0.44671785019429594	TCIRG1/SERPINE1/PERP	3
GO:0001912	GO:0001912	positive regulation of leukocyte mediated cytotoxicity	2/538	56/18670	0.4826569118230869	0.6348192920736296	0.44671785019429594	PTPRC/TYROBP	2
GO:0006977	GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	2/538	56/18670	0.4826569118230869	0.6348192920736296	0.44671785019429594	PLAGL1/SOX4	2
GO:0050879	GO:0050879	multicellular organismal movement	2/538	56/18670	0.4826569118230869	0.6348192920736296	0.44671785019429594	ASCL1/KCNJ2	2
GO:0050881	GO:0050881	musculoskeletal movement	2/538	56/18670	0.4826569118230869	0.6348192920736296	0.44671785019429594	ASCL1/KCNJ2	2
GO:0060688	GO:0060688	regulation of morphogenesis of a branching structure	2/538	56/18670	0.4826569118230869	0.6348192920736296	0.44671785019429594	SULF1/SNAI2	2
GO:0086002	GO:0086002	cardiac muscle cell action potential involved in contraction	2/538	56/18670	0.4826569118230869	0.6348192920736296	0.44671785019429594	KCNJ2/CAV1	2
GO:0090183	GO:0090183	regulation of kidney development	2/538	56/18670	0.4826569118230869	0.6348192920736296	0.44671785019429594	MMP9/LIF	2
GO:0034504	GO:0034504	protein localization to nucleus	8/538	262/18670	0.484370754099808	0.6368954369359309	0.44817881866384207	SYK/COL1A1/HCLS1/LILRB4/PTGS2/GBP2/CD36/LIF	8
GO:0098727	GO:0098727	maintenance of cell number	5/538	159/18670	0.48539567312717913	0.6376062569223349	0.44867901766561513	EZH2/SOX4/ASPM/LIF/FZD7	5
GO:1903522	GO:1903522	regulation of blood circulation	9/538	297/18670	0.48662350188164316	0.6376062569223349	0.44867901766561513	ICAM1/RGS2/ADORA3/PTGS2/KCNJ2/KCND2/CAV1/FXYD6/KCNIP1	9
GO:0009063	GO:0009063	cellular amino acid catabolic process	4/538	125/18670	0.4875000247475	0.6376062569223349	0.44867901766561513	TDO2/CBS/GAD1/GLDC	4
GO:0002347	GO:0002347	response to tumor cell	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	PRF1	1
GO:0006359	GO:0006359	regulation of transcription by RNA polymerase III	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	CEBPA	1
GO:0006541	GO:0006541	glutamine metabolic process	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	GFPT2	1
GO:0007064	GO:0007064	mitotic sister chromatid cohesion	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	CDC20	1
GO:0009226	GO:0009226	nucleotide-sugar biosynthetic process	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	GFPT2	1
GO:0010528	GO:0010528	regulation of transposition	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	APOBEC3G	1
GO:0010529	GO:0010529	negative regulation of transposition	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	APOBEC3G	1
GO:0022410	GO:0022410	circadian sleep/wake cycle process	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	NLGN1	1
GO:0032401	GO:0032401	establishment of melanosome localization	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	RAB27A	1
GO:0032799	GO:0032799	low-density lipoprotein receptor particle metabolic process	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	ANXA2	1
GO:0032959	GO:0032959	inositol trisphosphate biosynthetic process	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	PLCG2	1
GO:0033139	GO:0033139	regulation of peptidyl-serine phosphorylation of STAT protein	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	LIF	1
GO:0034695	GO:0034695	response to prostaglandin E	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	PTGER4	1
GO:0051152	GO:0051152	positive regulation of smooth muscle cell differentiation	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	SOD2	1
GO:0051350	GO:0051350	negative regulation of lyase activity	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	P2RY13	1
GO:0051882	GO:0051882	mitochondrial depolarization	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	DCN	1
GO:0051904	GO:0051904	pigment granule transport	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	RAB27A	1
GO:0060479	GO:0060479	lung cell differentiation	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	ASCL1	1
GO:0071157	GO:0071157	negative regulation of cell cycle arrest	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	EVI2B	1
GO:0071305	GO:0071305	cellular response to vitamin D	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	SNAI2	1
GO:0072170	GO:0072170	metanephric tubule development	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	LIF	1
GO:0072215	GO:0072215	regulation of metanephros development	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	LIF	1
GO:0072243	GO:0072243	metanephric nephron epithelium development	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	LIF	1
GO:0072337	GO:0072337	modified amino acid transport	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	FOLR2	1
GO:0086012	GO:0086012	membrane depolarization during cardiac muscle cell action potential	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	KCNJ2	1
GO:0089718	GO:0089718	amino acid import across plasma membrane	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	RGS2	1
GO:0097150	GO:0097150	neuronal stem cell population maintenance	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	ASPM	1
GO:1900746	GO:1900746	regulation of vascular endothelial growth factor signaling pathway	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	DCN	1
GO:1901889	GO:1901889	negative regulation of cell junction assembly	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	THBS1	1
GO:1903429	GO:1903429	regulation of cell maturation	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	CLEC7A	1
GO:1903861	GO:1903861	positive regulation of dendrite extension	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	CXCR4	1
GO:2000637	GO:2000637	positive regulation of gene silencing by miRNA	1/538	23/18670	0.48978025388933033	0.6376062569223349	0.44867901766561513	ZFP36	1
GO:0001578	GO:0001578	microtubule bundle formation	3/538	91/18670	0.4897889117667319	0.6376062569223349	0.44867901766561513	MAP2/PRC1/DCX	3
GO:0006754	GO:0006754	ATP biosynthetic process	5/538	160/18670	0.49090034529065907	0.6388763896398898	0.4495728010841912	FBP1/TREM2/NUPR1/PID1/ALDOC	5
GO:0007029	GO:0007029	endoplasmic reticulum organization	2/538	57/18670	0.491984974226337	0.6392273022388575	0.44981973580053375	CAV2/REEP1	2
GO:0019320	GO:0019320	hexose catabolic process	2/538	57/18670	0.491984974226337	0.6392273022388575	0.44981973580053375	ALDH1A1/ALDOC	2
GO:0051055	GO:0051055	negative regulation of lipid biosynthetic process	2/538	57/18670	0.491984974226337	0.6392273022388575	0.44981973580053375	APOC1/SNAI2	2
GO:0051310	GO:0051310	metaphase plate congression	2/538	57/18670	0.491984974226337	0.6392273022388575	0.44981973580053375	KIF2C/CENPF	2
GO:0072431	GO:0072431	signal transduction involved in mitotic G1 DNA damage checkpoint	2/538	57/18670	0.491984974226337	0.6392273022388575	0.44981973580053375	PLAGL1/SOX4	2
GO:1902400	GO:1902400	intracellular signal transduction involved in G1 DNA damage checkpoint	2/538	57/18670	0.491984974226337	0.6392273022388575	0.44981973580053375	PLAGL1/SOX4	2
GO:0018107	GO:0018107	peptidyl-threonine phosphorylation	4/538	126/18670	0.49370822605212394	0.6412892386975697	0.4512707059168709	TGFBR2/CDC7/TTK/CHI3L1	4
GO:0019319	GO:0019319	hexose biosynthetic process	3/538	92/18670	0.4970692326882641	0.6454767684964048	0.4542174410471938	FBP1/ATF3/ALDOC	3
GO:0045727	GO:0045727	positive regulation of translation	4/538	127/18670	0.49988471286640346	0.6489537817239434	0.456664190686811	THBS1/CCL5/IL6/SOX4	4
