#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
FYB	PTPN6	4449385	4447701	9606.ENSP00000427114	9606.ENSP00000391592	0	0	0	0	0.255	0	0	0.250	0.417
ETV1	GAD1	4448357	4442087	9606.ENSP00000405327	9606.ENSP00000350928	0	0	0	0	0.098	0	0	0.380	0.417
PERP	IGFBP3	4447966	4445494	9606.ENSP00000397157	9606.ENSP00000370473	0	0	0	0	0.152	0	0	0.341	0.417
COL5A1	MXRA5	4443819	4433031	9606.ENSP00000360882	9606.ENSP00000217939	0	0	0	0	0.335	0.082	0	0.123	0.417
PTPRC	LILRB4	4448605	4445943	9606.ENSP00000411355	9606.ENSP00000375616	0	0	0	0	0.270	0.059	0	0.220	0.417
CD48	GZMA	4451851	4436124	9606.ENSP00000484431	9606.ENSP00000274306	0	0	0	0	0.321	0	0	0.174	0.416
COL1A2	MGP	4437383	4433441	9606.ENSP00000297268	9606.ENSP00000228938	0	0	0	0	0.206	0	0	0.295	0.416
CAV1	CXCL8	4440933	4438229	9606.ENSP00000339191	9606.ENSP00000306512	0	0	0	0	0	0	0	0.417	0.416
MYO1F	IGSF6	4441469	4435822	9606.ENSP00000344871	9606.ENSP00000268389	0	0	0	0	0.416	0	0	0	0.416
TLR5	TNFRSF1B	4449957	4444700	9606.ENSP00000440643	9606.ENSP00000365435	0	0	0	0	0.067	0	0	0.400	0.416
MXRA8	LTBP2	4448061	4434987	9606.ENSP00000399229	9606.ENSP00000261978	0	0	0	0	0.214	0	0	0.288	0.416
CYTIP	SRGN	4435392	4433821	9606.ENSP00000264192	9606.ENSP00000242465	0	0	0	0	0.411	0	0	0.050	0.416
MNDA	IL10RA	4443045	4433397	9606.ENSP00000357123	9606.ENSP00000227752	0	0	0	0	0.411	0	0	0.050	0.416
THBD	MMP9	4444829	4443919	9606.ENSP00000366307	9606.ENSP00000361405	0	0	0	0	0.133	0	0	0.355	0.416
FHL2	ITGB2	4447410	4446737	9606.ENSP00000386665	9606.ENSP00000380948	0	0	0	0	0.061	0.354	0	0.114	0.416
NDRG1	CCR1	4448339	4437243	9606.ENSP00000404854	9606.ENSP00000296140	0	0	0	0	0.065	0	0	0.402	0.416
CD86	DOCK2	4440320	4434518	9606.ENSP00000332049	9606.ENSP00000256935	0	0	0	0	0.343	0	0	0.147	0.416
PTPRC	LIF	4448605	4434086	9606.ENSP00000411355	9606.ENSP00000249075	0	0	0	0	0	0	0	0.417	0.416
FCGR1A	AQP9	4443273	4433107	9606.ENSP00000358165	9606.ENSP00000219919	0	0	0	0	0.336	0	0	0.157	0.416
PRF1	TNFRSF1B	4448031	4444700	9606.ENSP00000398568	9606.ENSP00000365435	0	0	0	0	0.142	0	0	0.348	0.416
TLR1	CTSB	4442576	4441541	9606.ENSP00000354932	9606.ENSP00000345672	0	0	0	0	0.065	0	0	0.401	0.416
IL6	GZMA	4447254	4436124	9606.ENSP00000385675	9606.ENSP00000274306	0	0	0	0	0	0	0	0.416	0.416
C3AR1	FGL2	4437821	4434063	9606.ENSP00000302079	9606.ENSP00000248598	0	0	0	0	0.367	0	0	0.115	0.416
SDC2	SRGN	4438282	4433821	9606.ENSP00000307046	9606.ENSP00000242465	0	0	0	0	0	0	0	0.417	0.416
DPYD	HPGDS	4443473	4437138	9606.ENSP00000359211	9606.ENSP00000295256	0	0	0	0	0.062	0	0	0.403	0.416
CCL4	GBP2	4451651	4443541	9606.ENSP00000482259	9606.ENSP00000359497	0	0	0	0	0.201	0	0	0.299	0.416
BCL2A1	RAC2	4435793	4434085	9606.ENSP00000267953	9606.ENSP00000249071	0	0	0	0	0.372	0	0	0.108	0.416
S100A9	CCL20	4443166	4442174	9606.ENSP00000357727	9606.ENSP00000351671	0	0	0	0	0.069	0	0	0.397	0.415
PLCG2	HCLS1	4451677	4439338	9606.ENSP00000482457	9606.ENSP00000320176	0	0	0	0	0.251	0	0	0.250	0.415
IL7R	CD33	4438199	4435042	9606.ENSP00000306157	9606.ENSP00000262262	0	0	0	0	0.065	0	0	0.400	0.415
TLR5	TNFSF10	4449957	4433796	9606.ENSP00000440643	9606.ENSP00000241261	0	0	0	0	0.100	0	0	0.377	0.415
CLEC5A	AIF1	4450298	4444670	9606.ENSP00000449999	9606.ENSP00000365227	0	0	0	0	0.298	0.187	0	0.058	0.415
ICAM1	LY75	4435501	4435283	9606.ENSP00000264832	9606.ENSP00000263636	0	0	0	0	0.065	0	0	0.400	0.415
ARPC1B	ARHGDIB	4447620	4433442	9606.ENSP00000389631	9606.ENSP00000228945	0	0	0	0	0.234	0	0	0.268	0.415
LYN	CD4	4449476	4432588	9606.ENSP00000428924	9606.ENSP00000011653	0	0	0	0	0.076	0.263	0	0.210	0.415
FBLN5	COL1A2	4441481	4437383	9606.ENSP00000345008	9606.ENSP00000297268	0	0	0	0	0.187	0.063	0	0.294	0.415
FCGR1A	RNASE2	4443273	4437950	9606.ENSP00000358165	9606.ENSP00000303276	0	0	0	0	0.361	0	0	0.122	0.415
CD44	LCP2	4448037	4432628	9606.ENSP00000398632	9606.ENSP00000046794	0	0	0	0	0.090	0	0	0.384	0.415
IFI30	IGSF6	4447175	4435822	9606.ENSP00000384886	9606.ENSP00000268389	0	0	0	0	0.325	0	0	0.169	0.415
FN1	CCR1	4441661	4437243	9606.ENSP00000346839	9606.ENSP00000296140	0	0	0	0	0.055	0	0	0.406	0.415
ACTA2	ARPC1B	4448229	4447620	9606.ENSP00000402373	9606.ENSP00000389631	0	0	0	0	0.063	0.269	0	0.215	0.415
CYBB	IGSF6	4445083	4435822	9606.ENSP00000367851	9606.ENSP00000268389	0	0	0	0	0.415	0	0	0	0.415
CXCR4	CD2	4447439	4443326	9606.ENSP00000386884	9606.ENSP00000358490	0	0	0	0	0.146	0	0	0.344	0.415
IGFBP3	PLAU	4445494	4444017	9606.ENSP00000370473	9606.ENSP00000361850	0	0	0	0	0.098	0	0	0.378	0.415
TAGLN	ANXA2	4449622	4441580	9606.ENSP00000432282	9606.ENSP00000346032	0	0	0	0	0.124	0	0	0.360	0.415
MMP9	ATF3	4443919	4441415	9606.ENSP00000361405	9606.ENSP00000344352	0	0	0	0	0.179	0	0	0.317	0.415
AIF1	ICAM1	4444670	4435501	9606.ENSP00000365227	9606.ENSP00000264832	0	0	0	0	0.065	0	0	0.400	0.415
CAV1	THBS1	4440933	4434771	9606.ENSP00000339191	9606.ENSP00000260356	0	0	0	0	0.140	0	0	0.348	0.415
TGFBR2	ITGA5	4442197	4437011	9606.ENSP00000351905	9606.ENSP00000293379	0	0	0	0	0.143	0.084	0	0.315	0.415
ANXA1	COL1A1	4444796	4433346	9606.ENSP00000366109	9606.ENSP00000225964	0	0	0	0	0.110	0.288	0	0.151	0.415
FGR	CCR5	4444303	4436956	9606.ENSP00000363117	9606.ENSP00000292303	0	0	0	0	0.339	0.072	0	0.122	0.415
STMN4	ATP6V1G2	4441264	4437833	9606.ENSP00000342538	9606.ENSP00000302194	0	0	0	0	0.415	0	0	0	0.415
GAD1	ELAVL4	4442087	4441947	9606.ENSP00000350928	9606.ENSP00000349594	0	0	0	0	0.249	0	0	0.253	0.415
TNFRSF1B	IL7R	4444700	4438199	9606.ENSP00000365435	9606.ENSP00000306157	0	0	0	0	0.107	0	0	0.372	0.415
IL13RA1	IL1R2	4443793	4440220	9606.ENSP00000360730	9606.ENSP00000330959	0	0	0	0	0.065	0	0	0.401	0.415
KIF21B	GPR65	4448627	4435771	9606.ENSP00000411831	9606.ENSP00000267549	0	0	0	0	0	0	0	0.415	0.414
FCGR2B	FAS	4442151	4441783	9606.ENSP00000351497	9606.ENSP00000347979	0	0	0	0	0	0	0	0.414	0.414
LPHN3	DIRAS2	4449220	4444621	9606.ENSP00000422533	9606.ENSP00000364919	0	0	0	0	0.062	0	0	0.401	0.414
HCK	IL1B	4450141	4435241	9606.ENSP00000444986	9606.ENSP00000263341	0	0	0	0	0.241	0.059	0	0.246	0.414
CCL2	CD74	4433339	4432583	9606.ENSP00000225831	9606.ENSP00000009530	0	0	0	0	0.049	0	0	0.410	0.414
MYL9	RAC2	4436327	4434085	9606.ENSP00000279022	9606.ENSP00000249071	0	0	0	0	0.062	0.157	0	0.319	0.414
CX3CR1	LY75	4442101	4435283	9606.ENSP00000351059	9606.ENSP00000263636	0	0	0	0	0.062	0	0	0.401	0.414
CD48	CD4	4451851	4432588	9606.ENSP00000484431	9606.ENSP00000011653	0	0	0	0	0.207	0	0	0.292	0.414
CTGF	COL18A1	4442998	4441742	9606.ENSP00000356954	9606.ENSP00000347665	0	0	0	0	0.139	0	0	0.348	0.414
ITGB2	IL1B	4446737	4435241	9606.ENSP00000380948	9606.ENSP00000263341	0	0	0	0	0.201	0	0	0.296	0.414
MYO1F	LCP2	4441469	4432628	9606.ENSP00000344871	9606.ENSP00000046794	0	0	0	0	0.414	0	0	0	0.414
CD93	CD69	4433960	4433409	9606.ENSP00000246006	9606.ENSP00000228434	0	0	0	0	0.088	0	0	0.384	0.414
TLR2	CD74	4434743	4432583	9606.ENSP00000260010	9606.ENSP00000009530	0	0	0	0	0.186	0.059	0	0.297	0.414
CXCL12	PLAU	4446453	4444017	9606.ENSP00000379140	9606.ENSP00000361850	0	0	0	0	0	0	0	0.414	0.414
S100A8	MARCO	4443164	4439239	9606.ENSP00000357722	9606.ENSP00000318916	0	0	0	0	0.361	0	0	0.121	0.414
BCL2A1	ICAM1	4435793	4435501	9606.ENSP00000267953	9606.ENSP00000264832	0	0	0	0	0.175	0	0	0.319	0.414
IL13RA1	CCR1	4443793	4437243	9606.ENSP00000360730	9606.ENSP00000296140	0	0	0	0	0.065	0	0	0.399	0.414
CLEC5A	CD14	4450298	4438033	9606.ENSP00000449999	9606.ENSP00000304236	0	0	0	0	0.347	0	0	0.138	0.414
TGFBI	MYOF	4448825	4442225	9606.ENSP00000416330	9606.ENSP00000352208	0	0	0	0	0.341	0	0	0.146	0.414
TLR5	TREM2	4449957	4444111	9606.ENSP00000440643	9606.ENSP00000362205	0	0	0	0	0	0	0	0.414	0.414
PDLIM1	COL1A2	4443709	4437383	9606.ENSP00000360305	9606.ENSP00000297268	0	0	0	0	0	0	0	0.414	0.414
CD14	ANPEP	4438033	4437626	9606.ENSP00000304236	9606.ENSP00000300060	0	0	0	0	0.150	0	0	0.339	0.414
NMRK1	OSTF1	4442455	4441083	9606.ENSP00000354387	9606.ENSP00000340836	0	0	0	0	0	0	0	0.414	0.414
ITGB2	SAMSN1	4446737	4436640	9606.ENSP00000380948	9606.ENSP00000285670	0	0	0	0	0.346	0	0	0.141	0.414
IL1B	LYZ	4435241	4434847	9606.ENSP00000263341	9606.ENSP00000261267	0	0	0	0	0.130	0	0	0.354	0.414
ANPEP	FAP	4437626	4432748	9606.ENSP00000300060	9606.ENSP00000188790	0.049	0	0	0	0.093	0	0	0.375	0.414
MNDA	MS4A4A	4443045	4440887	9606.ENSP00000357123	9606.ENSP00000338648	0	0	0	0	0.356	0	0	0.128	0.414
FCGR3B	CD55	4449681	4442798	9606.ENSP00000433642	9606.ENSP00000356030	0	0	0	0	0	0	0	0.415	0.414
CXCL13	TIMP1	4436695	4433052	9606.ENSP00000286758	9606.ENSP00000218388	0	0	0	0	0	0	0	0.415	0.414
ASCL1	MMP7	4435730	4434758	9606.ENSP00000266744	9606.ENSP00000260227	0	0	0	0	0	0	0	0.413	0.413
PTPRC	CXCL5	4448605	4437222	9606.ENSP00000411355	9606.ENSP00000296027	0	0	0	0	0	0	0	0.413	0.413
FPR1	SELL	4450996	4433660	9606.ENSP00000471493	9606.ENSP00000236147	0	0	0	0	0.212	0	0	0.286	0.413
TLR2	CD93	4434743	4433960	9606.ENSP00000260010	9606.ENSP00000246006	0	0	0	0	0.215	0	0	0.284	0.413
MAP2	ELAVL4	4442365	4441947	9606.ENSP00000353508	9606.ENSP00000349594	0	0	0	0	0.313	0	0	0.181	0.413
SLPI	TLR2	4441219	4434743	9606.ENSP00000342082	9606.ENSP00000260010	0	0	0	0	0.063	0	0	0.400	0.413
STMN2	INA	4449495	4443408	9606.ENSP00000429243	9606.ENSP00000358865	0	0	0	0	0.364	0	0	0.116	0.413
CORO1A	LCP2	4433064	4432628	9606.ENSP00000219150	9606.ENSP00000046794	0	0	0	0	0.362	0	0	0.118	0.413
SOD2	MX2	4450194	4440471	9606.ENSP00000446252	9606.ENSP00000333657	0	0	0	0	0.108	0.133	0	0.302	0.413
COL4A1	SERPINE1	4444632	4433266	9606.ENSP00000364979	9606.ENSP00000223095	0	0	0	0	0.143	0.062	0	0.329	0.413
MNDA	F13A1	4443045	4435508	9606.ENSP00000357123	9606.ENSP00000264870	0	0	0	0	0.390	0	0	0.078	0.413
ITGB2	CCL2	4446737	4433339	9606.ENSP00000380948	9606.ENSP00000225831	0	0	0	0	0.062	0	0	0.400	0.413
IL18	FCGR2A	4436375	4435978	9606.ENSP00000280357	9606.ENSP00000271450	0	0	0	0	0.062	0	0	0.400	0.413
ACP5	PTGS2	4450887	4442894	9606.ENSP00000468767	9606.ENSP00000356438	0	0	0	0	0.087	0	0	0.384	0.413
IL32	CCL2	4449620	4433339	9606.ENSP00000432218	9606.ENSP00000225831	0	0	0	0	0.063	0	0	0.400	0.413
FAS	TLR2	4441783	4434743	9606.ENSP00000347979	9606.ENSP00000260010	0	0	0	0	0.080	0	0	0.387	0.412
FCGR2B	C3	4442151	4433951	9606.ENSP00000351497	9606.ENSP00000245907	0	0	0	0	0.064	0	0	0.398	0.412
ITGB2	LAMB1	4446737	4433228	9606.ENSP00000380948	9606.ENSP00000222399	0	0	0	0	0.092	0	0	0.379	0.412
COL6A3	LOXL1	4437161	4434982	9606.ENSP00000295550	9606.ENSP00000261921	0	0	0	0	0.205	0	0	0.291	0.412
TAGLN	CD248	4449622	4438386	9606.ENSP00000432282	9606.ENSP00000308117	0	0	0	0	0.228	0	0	0.270	0.412
ANGPTL4	CCL2	4437761	4433339	9606.ENSP00000301455	9606.ENSP00000225831	0	0	0	0	0.065	0	0	0.397	0.412
C3AR1	IL10RA	4437821	4433397	9606.ENSP00000302079	9606.ENSP00000227752	0	0	0	0	0.307	0	0	0.186	0.412
CAV1	COL1A1	4440933	4433346	9606.ENSP00000339191	9606.ENSP00000225964	0	0	0	0	0.213	0	0	0.284	0.412
MMP9	ANXA2	4443919	4441580	9606.ENSP00000361405	9606.ENSP00000346032	0	0	0	0	0.063	0	0	0.399	0.412
LHX2	RGS1	4444226	4442888	9606.ENSP00000362717	9606.ENSP00000356429	0	0	0	0	0	0	0	0.412	0.412
MXRA8	AEBP1	4448061	4433280	9606.ENSP00000399229	9606.ENSP00000223357	0	0	0	0	0.197	0	0	0.298	0.412
FCGR3B	CCR5	4449681	4436956	9606.ENSP00000433642	9606.ENSP00000292303	0	0	0	0	0.233	0	0	0.265	0.412
EVI2B	ADAP2	4440484	4440105	9606.ENSP00000333779	9606.ENSP00000329468	0	0	0	0	0.076	0	0	0.390	0.412
HCK	NCKAP1L	4450141	4437010	9606.ENSP00000444986	9606.ENSP00000293373	0	0	0	0	0.284	0.136	0	0.126	0.412
TTYH1	SERPINF1	4444743	4434379	9606.ENSP00000365714	9606.ENSP00000254722	0	0	0	0	0	0	0	0.412	0.412
CLEC5A	TLR1	4450298	4442576	9606.ENSP00000449999	9606.ENSP00000354932	0	0	0	0	0.196	0.060	0	0.285	0.412
ACP5	CKB	4450887	4437548	9606.ENSP00000468767	9606.ENSP00000299198	0	0	0	0	0	0	0	0.412	0.412
CCR1	AQP9	4437243	4433107	9606.ENSP00000296140	9606.ENSP00000219919	0	0	0	0	0.335	0	0	0.153	0.412
CCL5	GBP1	4451102	4443543	9606.ENSP00000474412	9606.ENSP00000359504	0	0	0	0	0.176	0	0	0.315	0.412
IL6	NCF2	4447254	4442905	9606.ENSP00000385675	9606.ENSP00000356505	0	0	0	0	0.065	0	0	0.397	0.412
FN1	FZD7	4441661	4436663	9606.ENSP00000346839	9606.ENSP00000286201	0	0	0	0	0.094	0	0	0.377	0.412
INA	ELAVL4	4443408	4441947	9606.ENSP00000358865	9606.ENSP00000349594	0	0	0	0	0.280	0	0	0.217	0.412
P4HA2	LOXL1	4447190	4434982	9606.ENSP00000384999	9606.ENSP00000261921	0	0	0	0	0.107	0	0	0.369	0.412
CTSK	LOX	4435989	4433517	9606.ENSP00000271651	9606.ENSP00000231004	0	0	0	0	0.142	0	0	0.342	0.412
FCGR2B	IL18	4442151	4436375	9606.ENSP00000351497	9606.ENSP00000280357	0	0	0	0	0.063	0	0	0.399	0.412
CTSB	LGALS3	4441541	4434352	9606.ENSP00000345672	9606.ENSP00000254301	0	0	0	0	0.117	0	0	0.361	0.412
CXCR4	IL10RA	4447439	4433397	9606.ENSP00000386884	9606.ENSP00000227752	0	0	0	0	0.212	0	0	0.285	0.412
NCF2	CCR1	4442905	4437243	9606.ENSP00000356505	9606.ENSP00000296140	0	0	0	0	0.352	0	0	0.129	0.412
FAM131B	KIF5C	4448562	4447796	9606.ENSP00000410603	9606.ENSP00000393379	0	0	0	0	0.289	0	0	0.206	0.411
HP	ICAM1	4441808	4435501	9606.ENSP00000348170	9606.ENSP00000264832	0	0	0	0	0.061	0	0	0.399	0.411
MXRA8	C1QB	4448061	4438900	9606.ENSP00000399229	9606.ENSP00000313967	0	0	0	0	0.124	0	0	0.355	0.411
G0S2	PLIN2	4442792	4436246	9606.ENSP00000355996	9606.ENSP00000276914	0	0	0	0	0.087	0	0	0.381	0.411
SDC1	ANPEP	4445506	4437626	9606.ENSP00000370542	9606.ENSP00000300060	0	0	0	0	0.062	0	0	0.398	0.411
IGFBP3	PTGS2	4445494	4442894	9606.ENSP00000370473	9606.ENSP00000356438	0	0	0	0	0.086	0	0	0.382	0.411
ADORA3	LYVE1	4443373	4434461	9606.ENSP00000358730	9606.ENSP00000256178	0	0	0	0	0.175	0	0	0.316	0.411
FBLN5	IL1B	4441481	4435241	9606.ENSP00000345008	9606.ENSP00000263341	0	0	0	0	0	0	0	0.411	0.411
SPP1	COL3A1	4446370	4438049	9606.ENSP00000378517	9606.ENSP00000304408	0	0	0	0	0.061	0	0	0.399	0.411
LYZ	LCP2	4434847	4432628	9606.ENSP00000261267	9606.ENSP00000046794	0	0	0	0	0.394	0	0	0.069	0.411
AIF1	FGR	4444670	4444303	9606.ENSP00000365227	9606.ENSP00000363117	0	0	0	0	0.355	0.125	0	0	0.411
SPP1	PLAUR	4446370	4440945	9606.ENSP00000378517	9606.ENSP00000339328	0	0	0	0	0.062	0	0	0.398	0.411
TNFRSF1B	EZH2	4444700	4439336	9606.ENSP00000365435	9606.ENSP00000320147	0	0	0	0	0	0	0	0.411	0.411
GPR65	FGL2	4435771	4434063	9606.ENSP00000267549	9606.ENSP00000248598	0	0	0	0	0.411	0	0	0	0.411
FCER1G	FCGRT	4436828	4433161	9606.ENSP00000289902	9606.ENSP00000221466	0	0	0	0	0.152	0	0	0.334	0.411
IL6	ITGB2	4447254	4446737	9606.ENSP00000385675	9606.ENSP00000380948	0	0	0	0	0.054	0	0	0.403	0.411
PLAUR	TREM1	4440945	4433908	9606.ENSP00000339328	9606.ENSP00000244709	0	0	0	0	0.210	0	0	0.286	0.411
IL6	COL3A1	4447254	4438049	9606.ENSP00000385675	9606.ENSP00000304408	0	0	0	0	0.063	0	0	0.398	0.411
CSF2RB	CFI	4447068	4446295	9606.ENSP00000384053	9606.ENSP00000378130	0	0	0	0	0	0	0	0.411	0.411
S100A8	PPBP	4443164	4437223	9606.ENSP00000357722	9606.ENSP00000296028	0	0	0	0	0.345	0	0	0.138	0.411
IL1R1	SELL	4447368	4433660	9606.ENSP00000386380	9606.ENSP00000236147	0	0	0	0	0.061	0	0	0.399	0.411
BLM	NCAPH	4441703	4433774	9606.ENSP00000347232	9606.ENSP00000240423	0	0	0	0	0.375	0	0	0.096	0.411
THEMIS2	CTSS	4444288	4443237	9606.ENSP00000363031	9606.ENSP00000357981	0	0	0	0	0.369	0	0	0.104	0.411
LILRB4	CLEC4A	4445943	4433464	9606.ENSP00000375616	9606.ENSP00000229332	0	0	0	0	0.132	0	0	0.349	0.411
CLEC7A	PYCARD	4437867	4434024	9606.ENSP00000302569	9606.ENSP00000247470	0	0	0	0	0.061	0	0	0.399	0.411
CCL5	RARRES2	4451102	4448945	9606.ENSP00000474412	9606.ENSP00000418009	0	0	0	0	0.061	0	0	0.399	0.411
PTGS2	CENPU	4442894	4436429	9606.ENSP00000356438	9606.ENSP00000281453	0	0	0	0	0	0	0	0.410	0.411
GIG25	CTSL	4446103	4441511	9606.ENSP00000376793	9606.ENSP00000345344	0	0	0	0	0.061	0.244	0	0.238	0.411
COL6A3	NID2	4437161	4432944	9606.ENSP00000295550	9606.ENSP00000216286	0	0	0	0	0.200	0.057	0	0.281	0.411
FAS	CD93	4441783	4433960	9606.ENSP00000347979	9606.ENSP00000246006	0	0	0	0	0	0	0	0.410	0.410
TNFAIP3	SOD2	4451592	4450194	9606.ENSP00000481570	9606.ENSP00000446252	0	0	0	0	0.180	0	0	0.311	0.410
ALOX5AP	C1QB	4451430	4438900	9606.ENSP00000479870	9606.ENSP00000313967	0	0	0	0	0.323	0	0	0.165	0.410
CXCR4	LCP2	4447439	4432628	9606.ENSP00000386884	9606.ENSP00000046794	0	0	0	0	0.180	0	0	0.310	0.410
CTSB	MMP7	4441541	4434758	9606.ENSP00000345672	9606.ENSP00000260227	0	0	0	0	0	0	0	0.410	0.410
DIRAS2	RCAN2	4444621	4443732	9606.ENSP00000364919	9606.ENSP00000360425	0	0	0	0	0.134	0	0	0.346	0.410
GRIA3	GAD1	4451590	4442087	9606.ENSP00000481554	9606.ENSP00000350928	0	0	0	0	0.107	0	0	0.365	0.410
PLEK	ARHGDIB	4433624	4433442	9606.ENSP00000234313	9606.ENSP00000228945	0	0	0	0	0.363	0	0	0.111	0.410
SNAP91	ASTN1	4448123	4442486	9606.ENSP00000400459	9606.ENSP00000354536	0	0	0	0	0.377	0	0	0.091	0.410
IFI30	LAPTM5	4447175	4437079	9606.ENSP00000384886	9606.ENSP00000294507	0	0	0	0	0.410	0	0	0	0.410
LILRB2	TREM1	4445945	4433908	9606.ENSP00000375629	9606.ENSP00000244709	0	0	0	0	0.411	0	0	0	0.410
FBN1	LTBP2	4439770	4434987	9606.ENSP00000325527	9606.ENSP00000261978	0	0	0	0.648	0.178	0	0	0.809	0.410
MYO1F	CSF1R	4441469	4436666	9606.ENSP00000344871	9606.ENSP00000286301	0	0	0	0	0.366	0	0	0.108	0.410
FPR1	CD163	4450996	4442211	9606.ENSP00000471493	9606.ENSP00000352071	0	0	0	0	0.337	0	0	0.147	0.410
PTPRC	TGFBR2	4448605	4442197	9606.ENSP00000411355	9606.ENSP00000351905	0	0	0	0	0.082	0.160	0	0.296	0.410
CXCL1	AIF1	4446449	4444670	9606.ENSP00000379110	9606.ENSP00000365227	0	0	0	0	0	0	0	0.410	0.410
ITGB2	TNFSF10	4446737	4433796	9606.ENSP00000380948	9606.ENSP00000241261	0	0	0	0	0.139	0	0	0.343	0.410
MARCKSL1	UPP1	4444208	4440150	9606.ENSP00000362638	9606.ENSP00000330032	0	0	0	0	0	0	0	0.410	0.410
CASP1	TRIM22	4449658	4445296	9606.ENSP00000433138	9606.ENSP00000369299	0	0	0	0	0.324	0	0	0.164	0.410
C1S	DCN	4447198	4432629	9606.ENSP00000385035	9606.ENSP00000052754	0	0	0	0	0.279	0.099	0	0.165	0.410
CXCL12	MMP7	4446453	4434758	9606.ENSP00000379140	9606.ENSP00000260227	0	0	0	0	0	0	0	0.410	0.410
IL1R1	CXCL5	4447368	4437222	9606.ENSP00000386380	9606.ENSP00000296027	0	0	0	0	0	0	0	0.410	0.410
C1QB	IL10RA	4438900	4433397	9606.ENSP00000313967	9606.ENSP00000227752	0	0	0	0	0.321	0	0	0.166	0.410
HMHA1	ARHGDIB	4449915	4433442	9606.ENSP00000439601	9606.ENSP00000228945	0	0	0	0	0.165	0	0	0.321	0.409
ACTA2	FMOD	4448229	4441683	9606.ENSP00000402373	9606.ENSP00000347041	0	0	0	0	0.271	0.126	0	0.147	0.409
PLS3	MYO1F	4441806	4441469	9606.ENSP00000348163	9606.ENSP00000344871	0	0	0	0	0.109	0.091	0	0.330	0.409
SCIN	CTSK	4437359	4435989	9606.ENSP00000297029	9606.ENSP00000271651	0	0	0	0	0.061	0	0	0.397	0.409
COL3A1	ITGA5	4438049	4437011	9606.ENSP00000304408	9606.ENSP00000293379	0	0	0	0	0.097	0	0	0.372	0.409
BNC2	COL1A2	4445434	4437383	9606.ENSP00000370047	9606.ENSP00000297268	0	0	0	0	0.139	0	0	0.342	0.409
CFH	CCL2	4442881	4433339	9606.ENSP00000356399	9606.ENSP00000225831	0	0	0	0	0.092	0	0	0.376	0.409
BIRC3	NCAPH	4435265	4433774	9606.ENSP00000263464	9606.ENSP00000240423	0	0	0	0	0.082	0.279	0	0.180	0.409
CD48	FCER1G	4451851	4436828	9606.ENSP00000484431	9606.ENSP00000289902	0	0	0	0	0.242	0	0	0.252	0.409
CXCL8	RAC2	4438229	4434085	9606.ENSP00000306512	9606.ENSP00000249071	0	0	0	0	0.123	0	0	0.354	0.409
ALOX5AP	CCR1	4451430	4437243	9606.ENSP00000479870	9606.ENSP00000296140	0	0	0	0	0.340	0	0	0.140	0.409
S100A9	CD86	4443166	4440320	9606.ENSP00000357727	9606.ENSP00000332049	0	0	0	0	0.338	0	0	0.145	0.409
SNAP91	NCAN	4448123	4434234	9606.ENSP00000400459	9606.ENSP00000252575	0	0	0	0	0.409	0	0	0	0.409
LY86	LYZ	4445292	4434847	9606.ENSP00000369286	9606.ENSP00000261267	0	0	0	0	0.359	0	0	0.116	0.409
MAPT	PTGER4	4441081	4437902	9606.ENSP00000340820	9606.ENSP00000302846	0	0	0	0	0	0	0	0.409	0.409
COL1A2	CCL2	4437383	4433339	9606.ENSP00000297268	9606.ENSP00000225831	0	0	0	0	0.098	0	0	0.372	0.409
OLFML2B	COL3A1	4442988	4438049	9606.ENSP00000356917	9606.ENSP00000304408	0	0	0	0	0.231	0	0	0.262	0.409
TAGLN	AEBP1	4449622	4433280	9606.ENSP00000432282	9606.ENSP00000223357	0	0	0	0	0.195	0	0	0.296	0.409
GRIA2	SCN3A	4437302	4436534	9606.ENSP00000296526	9606.ENSP00000283254	0	0	0	0	0.279	0.069	0	0.190	0.409
ACP5	RNASE6	4450887	4437818	9606.ENSP00000468767	9606.ENSP00000302046	0	0	0	0	0.298	0	0	0.192	0.409
S100A8	IL1R2	4443164	4440220	9606.ENSP00000357722	9606.ENSP00000330959	0	0	0	0	0.319	0	0	0.168	0.409
SERPINA1	CFI	4448813	4446295	9606.ENSP00000416066	9606.ENSP00000378130	0	0	0	0	0.121	0.129	0	0.290	0.409
CLEC5A	MARCO	4450298	4439239	9606.ENSP00000449999	9606.ENSP00000318916	0	0	0	0	0.313	0	0	0.174	0.409
LUM	SERPINF1	4435725	4434379	9606.ENSP00000266718	9606.ENSP00000254722	0	0	0	0	0.171	0	0	0.317	0.409
IFI30	S100A10	4447175	4443194	9606.ENSP00000384886	9606.ENSP00000357801	0	0	0	0	0.103	0	0	0.367	0.409
CD93	SELL	4433960	4433660	9606.ENSP00000246006	9606.ENSP00000236147	0	0	0	0	0.153	0	0	0.331	0.409
SERPINB1	COL6A2	4445445	4437672	9606.ENSP00000370115	9606.ENSP00000300527	0	0	0	0	0	0.062	0	0.396	0.409
BAI3	BLNK	4443581	4433296	9606.ENSP00000359630	9606.ENSP00000224337	0	0	0	0	0	0	0	0.409	0.409
